tag,x,y,direction,x_variance,y_variance,xy_covariance
car_start,0.0,0.0,0.0,0.0,0.0,0.0
blue,8.919957,3.064119,0.0,0.020000,0.020000,0.000000
yellow,8.961533,-1.796760,0.0,0.020000,0.020000,0.000000
big_orange,3.015510,-1.917063,0.0,0.020000,0.020000,0.000000
big_orange,2.983018,2.678563,0.0,0.020000,0.020000,0.000000
big_orange,3.372950,2.685017,0.0,0.020000,0.020000,0.000000
blue,12.851138,3.004254,0.0,0.020000,0.020000,0.000000
yellow,12.922914,-1.928406,0.0,0.020000,0.020000,0.000000
yellow,0.761874,-2.717675,0.0,0.020000,0.020000,0.000000
blue,6.100056,2.765848,0.0,0.020000,0.020000,0.000000
yellow,6.072380,-1.862265,0.0,0.020000,0.020000,0.000000
big_orange,3.360682,-1.922657,0.0,0.020000,0.020000,0.000000
blue,0.231619,2.174496,0.0,0.020000,0.020000,0.000000
blue,16.479879,3.422411,0.0,0.020000,0.020000,0.000000
yellow,16.484120,-1.610624,0.0,0.020000,0.020000,0.000000
yellow,20.127036,-0.379532,0.0,0.020000,0.020000,0.000000
blue,20.104162,4.419133,0.0,0.020000,0.020000,0.000000
blue,22.596686,5.533319,0.0,0.020000,0.020000,0.000000
yellow,23.397056,0.494021,0.0,0.020000,0.020000,0.000000
yellow,25.950863,1.506233,0.0,0.020000,0.020000,0.000000
blue,25.452233,6.729568,0.0,0.020000,0.020000,0.000000
yellow,27.941454,0.998107,0.0,0.020000,0.020000,0.000000
blue,28.097291,6.216622,0.0,0.020000,0.020000,0.000000
yellow,29.583851,-1.158527,0.0,0.020000,0.020000,0.000000
yellow,29.701723,-4.174707,0.0,0.020000,0.020000,0.000000
blue,30.477685,5.088894,0.0,0.020000,0.020000,0.000000
blue,32.473503,3.363045,0.0,0.020000,0.020000,0.000000
blue,33.866819,1.431821,0.0,0.020000,0.020000,0.000000
blue,34.472078,-1.474194,0.0,0.020000,0.020000,0.000000
blue,34.013554,-4.980178,0.0,0.020000,0.020000,0.000000
blue,33.025532,-8.031084,0.0,0.020000,0.020000,0.000000
yellow,28.900553,-6.796611,0.0,0.020000,0.020000,0.000000
blue,32.125793,-10.269701,0.0,0.020000,0.020000,0.000000
yellow,28.127442,-8.763434,0.0,0.020000,0.020000,0.000000
blue,30.212016,-13.520849,0.0,0.020000,0.020000,0.000000
yellow,26.712317,-10.279685,0.0,0.020000,0.020000,0.000000
yellow,25.112561,-11.718032,0.0,0.020000,0.020000,0.000000
blue,27.320684,-15.553948,0.0,0.020000,0.020000,0.000000
blue,24.154873,-17.031953,0.0,0.020000,0.020000,0.000000
yellow,22.451249,-13.127500,0.0,0.020000,0.020000,0.000000
yellow,20.295587,-14.221031,0.0,0.020000,0.020000,0.000000
blue,21.295042,-18.842432,0.0,0.020000,0.020000,0.000000
yellow,17.682468,-15.457991,0.0,0.020000,0.020000,0.000000
blue,18.089020,-20.465063,0.0,0.020000,0.020000,0.000000
yellow,14.821415,-16.962514,0.0,0.020000,0.020000,0.000000
blue,14.476670,-22.257551,0.0,0.020000,0.020000,0.000000
yellow,11.042606,-18.856048,0.0,0.020000,0.020000,0.000000
blue,10.540452,-24.315308,0.0,0.020000,0.020000,0.000000
yellow,7.857582,-20.832179,0.0,0.020000,0.020000,0.000000
blue,7.289717,-26.409301,0.0,0.020000,0.020000,0.000000
yellow,5.467528,-22.407470,0.0,0.020000,0.020000,0.000000
yellow,3.258962,-23.016521,0.0,0.020000,0.020000,0.000000
yellow,0.986831,-21.975687,0.0,0.020000,0.020000,0.000000
blue,3.686909,-27.467981,0.0,0.020000,0.020000,0.000000
blue,0.842272,-26.939227,0.0,0.020000,0.020000,0.000000
yellow,-0.911784,-19.298360,0.0,0.020000,0.020000,0.000000
blue,-1.424813,-25.250105,0.0,0.020000,0.020000,0.000000
blue,-3.219165,-23.587691,0.0,0.020000,0.020000,0.000000
blue,-5.118325,-21.413209,0.0,0.020000,0.020000,0.000000
blue,-5.611535,-17.901971,0.0,0.020000,0.020000,0.000000
yellow,-1.161614,-16.093257,0.0,0.020000,0.020000,0.000000
blue,-5.928933,-15.474486,0.0,0.020000,0.020000,0.000000
blue,-5.562875,-12.901473,0.0,0.020000,0.020000,0.000000
blue,-5.117282,-10.335418,0.0,0.020000,0.020000,0.000000
yellow,-0.995039,-12.958237,0.0,0.020000,0.020000,0.000000
yellow,-0.600449,-10.338440,0.0,0.020000,0.020000,0.000000
blue,-4.781289,-7.288386,0.0,0.020000,0.020000,0.000000
yellow,-0.356306,-7.270465,0.0,0.020000,0.020000,0.000000
blue,-4.857353,-4.066278,0.0,0.020000,0.020000,0.000000
yellow,-0.360353,-4.537954,0.0,0.020000,0.020000,0.000000
blue,-3.725303,-0.765427,0.0,0.020000,0.020000,0.000000
blue,-2.210970,1.384493,0.0,0.020000,0.020000,0.000000
