tag,x,y,direction,x_variance,y_variance,xy_covariance
car_start,0.0,0.0,0.0,0.0,0.0,0.0
blue,8.930385,3.074664,0.0,0.020000,0.020000,0.000000
yellow,8.980050,-1.797818,0.0,0.020000,0.020000,0.000000
big_orange,3.005648,-1.909788,0.0,0.020000,0.020000,0.000000
big_orange,2.985993,2.691678,0.0,0.020000,0.020000,0.000000
big_orange,3.364030,2.695824,0.0,0.020000,0.020000,0.000000
blue,12.857838,3.017031,0.0,0.020000,0.020000,0.000000
yellow,12.939274,-1.920341,0.0,0.020000,0.020000,0.000000
yellow,0.768866,-2.705293,0.0,0.020000,0.020000,0.000000
blue,6.100784,2.764839,0.0,0.020000,0.020000,0.000000
yellow,6.090943,-1.868957,0.0,0.020000,0.020000,0.000000
big_orange,3.368733,-1.916633,0.0,0.020000,0.020000,0.000000
blue,0.230815,2.165363,0.0,0.020000,0.020000,0.000000
blue,16.475342,3.411957,0.0,0.020000,0.020000,0.000000
yellow,16.481264,-1.614201,0.0,0.020000,0.020000,0.000000
blue,20.097089,4.414570,0.0,0.020000,0.020000,0.000000
yellow,20.118501,-0.374675,0.0,0.020000,0.020000,0.000000
blue,22.601577,5.535305,0.0,0.020000,0.020000,0.000000
yellow,23.401993,0.496473,0.0,0.020000,0.020000,0.000000
yellow,25.943812,1.487896,0.0,0.020000,0.020000,0.000000
blue,25.445818,6.737792,0.0,0.020000,0.020000,0.000000
yellow,27.947405,0.985516,0.0,0.020000,0.020000,0.000000
blue,30.481896,5.106034,0.0,0.020000,0.020000,0.000000
blue,28.087816,6.216000,0.0,0.020000,0.020000,0.000000
yellow,28.894485,-6.793408,0.0,0.020000,0.020000,0.000000
yellow,29.705234,-4.174653,0.0,0.020000,0.020000,0.000000
yellow,29.603842,-1.161047,0.0,0.020000,0.020000,0.000000
blue,32.464772,3.356418,0.0,0.020000,0.020000,0.000000
blue,33.876689,1.427053,0.0,0.020000,0.020000,0.000000
blue,34.470549,-1.467631,0.0,0.020000,0.020000,0.000000
blue,34.011865,-4.968926,0.0,0.020000,0.020000,0.000000
blue,32.118043,-10.252376,0.0,0.020000,0.020000,0.000000
blue,32.987896,-8.010865,0.0,0.020000,0.020000,0.000000
yellow,28.126132,-8.778553,0.0,0.020000,0.020000,0.000000
blue,30.211779,-13.506552,0.0,0.020000,0.020000,0.000000
yellow,26.699487,-10.278978,0.0,0.020000,0.020000,0.000000
yellow,25.080844,-11.711810,0.0,0.020000,0.020000,0.000000
blue,27.320856,-15.543595,0.0,0.020000,0.020000,0.000000
yellow,22.429671,-13.135931,0.0,0.020000,0.020000,0.000000
blue,24.142997,-17.026956,0.0,0.020000,0.020000,0.000000
yellow,20.308587,-14.234350,0.0,0.020000,0.020000,0.000000
blue,21.294543,-18.825018,0.0,0.020000,0.020000,0.000000
yellow,17.696645,-15.430494,0.0,0.020000,0.020000,0.000000
blue,18.090221,-20.439275,0.0,0.020000,0.020000,0.000000
yellow,14.823080,-16.942615,0.0,0.020000,0.020000,0.000000
blue,14.468792,-22.254562,0.0,0.020000,0.020000,0.000000
yellow,11.055158,-18.857831,0.0,0.020000,0.020000,0.000000
blue,10.538575,-24.295410,0.0,0.020000,0.020000,0.000000
yellow,7.847542,-20.833305,0.0,0.020000,0.020000,0.000000
blue,7.282649,-26.404660,0.0,0.020000,0.020000,0.000000
yellow,5.460500,-22.385615,0.0,0.020000,0.020000,0.000000
blue,3.690921,-27.458059,0.0,0.020000,0.020000,0.000000
yellow,3.289867,-22.995856,0.0,0.020000,0.020000,0.000000
blue,0.826596,-26.963991,0.0,0.020000,0.020000,0.000000
yellow,-0.922703,-19.283649,0.0,0.020000,0.020000,0.000000
yellow,1.003836,-21.968669,0.0,0.020000,0.020000,0.000000
blue,-3.220446,-23.615311,0.0,0.020000,0.020000,0.000000
yellow,-1.133477,-16.154690,0.0,0.020000,0.020000,0.000000
blue,-1.415519,-25.239139,0.0,0.020000,0.020000,0.000000
blue,-5.119631,-21.406290,0.0,0.020000,0.020000,0.000000
blue,-5.603421,-17.870444,0.0,0.020000,0.020000,0.000000
blue,-5.928777,-15.499763,0.0,0.020000,0.020000,0.000000
blue,-5.539493,-12.867976,0.0,0.020000,0.020000,0.000000
yellow,-0.983198,-12.964504,0.0,0.020000,0.020000,0.000000
blue,-5.129920,-10.345537,0.0,0.020000,0.020000,0.000000
yellow,-0.592773,-10.327426,0.0,0.020000,0.020000,0.000000
blue,-4.788770,-7.290205,0.0,0.020000,0.020000,0.000000
yellow,-0.350724,-7.246574,0.0,0.020000,0.020000,0.000000
blue,-4.848164,-4.065619,0.0,0.020000,0.020000,0.000000
yellow,-0.362089,-4.533814,0.0,0.020000,0.020000,0.000000
blue,-3.732564,-0.772804,0.0,0.020000,0.020000,0.000000
blue,-2.194866,1.381736,0.0,0.020000,0.020000,0.000000
yellow,13.915917,-1.312399,0.0,0.020000,0.020000,0.000000
yellow,15.615347,0.697980,0.0,0.020000,0.020000,0.000000
